11.1753170,-66.0228056,-0.3774478,10.2672937,-1.0938109
11.3559003,-65.5579603,-0.3634632,10.2139135,-1.0881094
11.5301224,-65.0894865,-0.3484567,10.1605334,-1.0824078
11.6973089,-64.6176302,-0.3323991,10.1071532,-1.0543501
11.8566499,-64.1431745,-0.3155393,10.0548843,-1.0452418
12.0077713,-63.6663751,-0.2982461,10.0027973,-1.0398131
12.1502276,-63.1879363,-0.2804403,9.9507104,-1.0108265
12.2846554,-62.7045706,-0.2620196,9.8998127,-0.9962965
12.4099177,-62.2195163,-0.2433785,9.8493893,-0.9912090
12.5253507,-61.7352083,-0.2245175,9.7989659,-0.9610767
12.6322662,-61.2452616,-0.2051479,9.7498264,-0.9401392
12.7297000,-60.7529915,-0.1856340,9.7015165,-0.9354693
12.8166715,-60.2636777,-0.1661422,9.6532067,-0.9065966
12.8946010,-59.7689387,-0.1463082,9.6061561,-0.8843247
12.9628382,-59.2716537,-0.1264338,9.5600382,-0.8800690
13.0205936,-58.7786803,-0.1068264,9.5139204,-0.8506093
13.0689301,-58.2813757,-0.0867316,9.4691329,-0.8322631
13.1068783,-57.7826829,-0.0648716,9.4251053,-0.8283844
13.1333904,-57.2858766,-0.0415153,9.3810778,-0.7538737
13.1480244,-56.7889076,-0.0174359,9.3408301,-0.7306498
13.1508584,-56.2901823,0.0058960,9.3016560,-0.7275792
13.1422457,-55.7879706,0.0281691,9.2624819,-0.5206000
13.1230922,-55.2932963,0.0491781,9.2343500,-0.5021032
13.0933133,-54.7946844,0.0700795,9.2071361,-0.5006213
13.0526890,-54.2912928,0.0909275,9.1799223,-0.2128323
13.0027400,-53.7985378,0.1110591,9.1683282,-0.2094819
12.9423622,-53.3023658,0.1310847,9.1569023,-0.2092207
12.8714831,-52.8033590,0.1510843,9.1454764,0.0639288
12.7918242,-52.3123056,0.1704479,9.1489692,0.0739284
12.7023706,-51.8205266,0.1893295,9.1530066,0.0739610
12.6033557,-51.3285810,0.2078447,9.1570441,0.3270150
12.4957308,-50.8400635,0.2256713,9.1748741,0.3634507
12.3796884,-50.3535819,0.2424878,9.1946502,0.3642333
12.2558615,-49.8696696,0.2583978,9.2144263,0.6016568
12.1239879,-49.3857265,0.2735210,9.2470007,0.6753332
11.9853357,-48.9047561,0.2876530,9.2834279,0.6779883
11.8408814,-48.4281564,0.3007785,9.3198551,0.9042514
11.6895057,-47.9507242,0.3132365,9.3682186,1.0100500
11.5323637,-47.4755256,0.3254630,9.4219472,1.0158262
11.3703323,-47.0047054,0.3373978,9.4756758,1.2237985
11.2020148,-46.5337491,0.3489674,9.5400025,1.3357793
11.0283910,-46.0644816,0.3596079,9.6097237,1.3455061
10.8507017,-45.5987662,0.3692080,9.6794450,1.5128028
10.6681842,-45.1331694,0.3778208,9.7572403,1.6011573
10.4818833,-44.6690398,0.3854324,9.8389091,1.6145033
10.2928153,-44.2075090,0.3919970,9.9205779,1.7350487
10.1005029,-43.7460335,0.3975212,10.0076015,1.7925070
9.9059065,-43.2855565,0.4019648,10.0967193,1.8083985
9.7098156,-42.8265354,0.4053060,10.1858372,1.8517320
9.5121853,-42.3675002,0.4076644,10.2762896,1.8758614
9.3136533,-41.9088885,0.4092982,10.3671161,1.8923682
9.1145985,-41.4506714,0.4102123,10.4579426,1.8319721
8.9153365,-40.9927277,0.4105635,10.5451251,1.8337434
8.7158887,-40.5346125,0.4106250,10.6316759,1.8487326
8.5162832,-40.0760340,0.4104024,10.7182267,1.6311370
8.3173799,-39.6185004,0.4096012,10.7940143,1.6227965
8.1187701,-39.1600270,0.4078251,10.8688899,1.6340146
7.9207542,-38.7000755,0.4050800,10.9437655,1.3940262
7.7251805,-38.2418327,0.4016070,11.0072415,1.3967096
7.5307543,-37.7815263,0.3976154,11.0704747,1.4022051
7.3376385,-37.3188498,0.3931156,11.1335955,1.2201779
7.1481351,-36.8587646,0.3882579,11.1882324,1.2261511
6.9601394,-36.3957544,0.3830798,11.2428694,1.2292327
6.7737811,-35.9296601,0.3775931,11.2973784,1.0029540
6.5919011,-35.4672363,0.3718000,11.3416593,1.0068774
6.4118268,-35.0011759,0.3655424,11.3859401,1.0108009
6.2337173,-34.5311594,0.3588377,11.4302210,0.6383651
6.0609368,-34.0655452,0.3517214,11.4580981,0.6262990
5.8906588,-33.5959948,0.3439622,11.4853826,0.6277886
5.7231156,-33.1220752,0.3355686,11.5126671,0.1794244
5.5611990,-32.6511775,0.3267108,11.5204532,0.1060215
5.4031344,-32.1774602,0.3173049,11.5250516,0.1060638
5.2489783,-31.7000867,0.3073112,11.5296499,-0.9543745
5.1002954,-31.2230259,0.2968971,11.4882073,-1.4096070
4.9567027,-30.7446698,0.2863188,11.4267218,-1.4020425
4.8179414,-30.2638256,0.2755403,11.3652363,-2.9618869
4.6844461,-29.7815991,0.2645620,11.2342388,-4.4689236
4.5564169,-29.2983758,0.2533988,11.0336452,-4.3884097
4.4338580,-28.8138033,0.2420145,10.8330516,-4.4422890
4.3168358,-28.3276519,0.2304021,10.6261392,-4.6745084
4.2052538,-27.8394580,0.2190830,10.4039681,-4.5757413
4.0993209,-27.3511728,0.2082717,10.1817970,-4.5246569
3.9987417,-26.8626997,0.1979413,9.9572330,-4.8433407
3.9023793,-26.3700180,0.1886049,9.7110996,-4.7221197
3.8106465,-25.8786807,0.1807939,9.4649662,-4.6008986
3.7228202,-25.3891736,0.1745147,9.2188328,-4.6966969
3.6367980,-24.8937873,0.1695528,8.9606037,-4.5759315
3.5533634,-24.4006195,0.1658422,8.7016473,-4.4417508
