11.1753170,-66.0228056,-0.3774478,10.2672937
11.2301348,-65.8837094,-0.3733570,10.2512752
11.2844222,-65.7442709,-0.3691758,10.2352568
11.3381611,-65.6044969,-0.3649036,10.2192383
11.3913333,-65.4643938,-0.3605397,10.2032199
11.4439205,-65.3239685,-0.3560832,10.1872014
11.4959044,-65.1832275,-0.3515335,10.1711830
11.5472669,-65.0421775,-0.3468897,10.1551646
11.5979898,-64.9008251,-0.3421510,10.1391461
11.6480548,-64.7591770,-0.3373165,10.1231277
11.6974436,-64.6172399,-0.3323854,10.1071092
11.7461080,-64.4751098,-0.3273692,10.0912980
11.7940377,-64.3327903,-0.3223152,10.0756676
11.8412466,-64.1902245,-0.3172254,10.0600372
11.8877220,-64.0474337,-0.3120978,10.0444068
11.9334511,-63.9044390,-0.3069301,10.0287764
11.9784211,-63.7612614,-0.3017200,10.0131460
12.0226193,-63.6179223,-0.2964653,9.9975156
12.0660329,-63.4744426,-0.2911638,9.9818853
12.1086491,-63.3308437,-0.2858129,9.9662549
12.1504551,-63.1871465,-0.2804105,9.9506245
12.1914650,-63.0432775,-0.2749504,9.9350218
12.2320851,-62.8977393,-0.2693997,9.9198906
12.2718447,-62.7521659,-0.2638397,9.9047594
12.3107385,-62.6065792,-0.2582681,9.8896283
12.3487612,-62.4610013,-0.2526828,9.8744971
12.3859076,-62.3154541,-0.2470815,9.8593659
12.4221723,-62.1699596,-0.2414619,9.8442347
12.4575501,-62.0245397,-0.2358218,9.8291036
12.4920357,-61.8792166,-0.2301588,9.8139724
12.5256238,-61.7340122,-0.2244705,9.7988412
12.5583092,-61.5889483,-0.2187546,9.7837100
12.5906255,-61.4415560,-0.2129198,9.7690229
12.6222262,-61.2932843,-0.2070494,9.7545259
12.6528760,-61.1452184,-0.2011861,9.7400290
12.6825774,-60.9973748,-0.1953286,9.7255321
12.7113328,-60.8497700,-0.1894754,9.7110351
12.7391444,-60.7024205,-0.1836252,9.6965382
12.7660148,-60.5553430,-0.1777765,9.6820412
12.7919462,-60.4085539,-0.1719279,9.6675443
12.8169411,-60.2620697,-0.1660779,9.6530474
12.8410019,-60.1159071,-0.1602250,9.6385504
12.8645652,-59.9672921,-0.1542603,9.6244435
12.8874524,-59.8171269,-0.1482389,9.6106044
12.9093622,-59.6673354,-0.1422402,9.5967652
12.9303040,-59.5179216,-0.1362647,9.5829261
12.9502867,-59.3688895,-0.1303126,9.5690869
12.9693195,-59.2202430,-0.1243844,9.5552478
12.9874117,-59.0719862,-0.1184804,9.5414086
13.0045723,-58.9241230,-0.1126009,9.5275694
13.0208104,-58.7766573,-0.1067462,9.5137303
13.0361353,-58.6295932,-0.1009165,9.4998911
13.0508692,-58.4796246,-0.0949205,9.4865551
13.0647209,-58.3292294,-0.0887356,9.4733432
13.0775937,-58.1791779,-0.0823949,9.4601314
13.0894736,-58.0294225,-0.0759038,9.4469195
13.1003467,-57.8799157,-0.0692676,9.4337076
13.1101990,-57.7306097,-0.0624923,9.4204957
13.1190167,-57.5814570,-0.0555842,9.4072838
13.1267858,-57.4324100,-0.0485500,9.3940719
13.1334923,-57.2834210,-0.0413965,9.3808600
13.1391235,-57.1344120,-0.0341358,9.3680549
13.1436739,-56.9852865,-0.0268839,9.3562994
13.1471486,-56.8360745,-0.0196935,9.3445440
13.1495573,-56.6867272,-0.0125725,9.3327886
