x,y,theta,speed,accel,dist,energy
11.35747895327439,-66.09558210216045,0.0113651343514754,10.20915079162504,-1.1855546182830872,0.1961616590658102,0.25780415985584465
11.430830501801506,-65.90256958974302,0.0091796917477366,10.191067317409724,-0.6027824738437549,0.20157993818518158,0.13573303898335304
11.46686437114878,-65.80614311400308,0.0083591554059173,10.178589511713929,-0.4159268565266459,0.19264816811774543,0.08814973209683385
11.537641274812284,-65.61336547063468,0.006786213881137,10.15956168276754,-0.6342609648795868,0.19967721875126687,0.14156105261152163
11.396300486033573,-65.43172744154633,0.0099571281680349,3.509999997078904,3.0000000000001057,0.03304185091237503,-75.09792731077737
11.6067379238062,-65.42058983134731,0.005077260413475,10.13714322888483,-0.747281796090334,0.18932827355208673,0.1399042744745812
11.674156801405218,-65.22775908081124,0.0030969075798318,10.119672665427933,-0.5823521152299443,0.18373072768667334,0.1121893495804764
11.707221217325738,-65.13133359033166,0.0022744841418906,10.101001592826956,-0.6223690866991916,0.18312343398476297,0.1260730860888155
11.772089028848765,-64.93844087426704,0.0003928435780788,10.085671462385006,-0.5110043480649634,0.17811650108690966,0.10219838852339969
11.835258062436564,-64.74546013848963,-0.0012533610915726,10.065454038789516,-0.6739141198497004,0.18770512448142493,0.1453629339280653
11.866212957754408,-64.6489309027688,-0.0021037367219919,10.052147568471662,-0.4435490105950906,0.17171900236528082,0.09117438304622205
11.94496857016453,-64.56432940979685,0.015077110714622,10.042338226864384,-0.7395839407792597,0.21795794350852526,0.1354248837128122
11.926823693419609,-64.45582597500938,-0.0036743692198185,10.033068116057576,-0.6359817471361843,0.18102457671113342,0.1013259284007597
11.985757011260242,-64.26264330925116,-0.0050916698391537,10.011020602646845,-0.7349171136910972,0.16164078351690947,0.1347265295740261
12.043285667220744,-64.06946541342448,-0.0046487373523199,9.994258462518273,-0.558738004285669,0.1571160429605606,0.10479398469041555
12.071546786212538,-63.97291056940158,-0.0039323630018842,9.976069705423352,-0.6062919031640123,0.1541388152504961,0.11951410169470605
12.127097279615027,-63.77985809883573,-0.0010413615924786,9.961485009284631,-0.4861565379573749,0.14983472091777175,0.09393132819218386
12.154419094184366,-63.68336359785368,0.0004321152307826,9.944479168317118,-0.5668613655837998,0.14715212948447362,0.11244049729454443
