11.1753170,-66.0228056,-0.3774478,10.2672937
11.3559003,-65.5579603,-0.3634632,10.2139135
11.5301224,-65.0894865,-0.3484567,10.1605334
11.6973089,-64.6176302,-0.3323991,10.1071532
11.8566499,-64.1431745,-0.3155393,10.0548843
12.0077713,-63.6663751,-0.2982461,10.0027973
12.1502276,-63.1879363,-0.2804403,9.9507104
12.2846554,-62.7045706,-0.2620196,9.8998127
12.4099177,-62.2195163,-0.2433785,9.8493893
12.5253507,-61.7352083,-0.2245175,9.7989659
12.6322662,-61.2452616,-0.2051479,9.7498264
12.7297000,-60.7529915,-0.1856340,9.7015165
12.8166715,-60.2636777,-0.1661422,9.6532067
12.8946010,-59.7689387,-0.1463082,9.6061561
12.9628382,-59.2716537,-0.1264338,9.5600382
13.0205936,-58.7786803,-0.1068264,9.5139204
13.0689301,-58.2813757,-0.0867316,9.4691329
13.1068783,-57.7826829,-0.0648716,9.4251053
13.1333904,-57.2858766,-0.0415153,9.3810778
13.1480244,-56.7889076,-0.0174359,9.3408301
13.1508584,-56.2901823,0.0058960,9.3016560
13.1422457,-55.7879706,0.0281691,9.2624819
13.1230922,-55.2932963,0.0491781,9.2343500
13.0933133,-54.7946844,0.0700795,9.2071361
13.0526890,-54.2912928,0.0909275,9.1799223
13.0027400,-53.7985378,0.1110591,9.1683282
12.9423622,-53.3023658,0.1310847,9.1569023
12.8714831,-52.8033590,0.1510843,9.1454764
12.7918242,-52.3123056,0.1704479,9.1489692
12.7023706,-51.8205266,0.1893295,9.1530066
12.6033557,-51.3285810,0.2078447,9.1570441
12.4957308,-50.8400635,0.2256713,9.1748741
12.3796884,-50.3535819,0.2424878,9.1946502
12.2558615,-49.8696696,0.2583978,9.2144263
12.1239879,-49.3857265,0.2735210,9.2470007
11.9853357,-48.9047561,0.2876530,9.2834279
11.8408814,-48.4281564,0.3007785,9.3198551
11.6895057,-47.9507242,0.3132365,9.3682186
11.5323637,-47.4755256,0.3254630,9.4219472
11.3703323,-47.0047054,0.3373978,9.4756758
11.2020148,-46.5337491,0.3489674,9.5400025
11.0283910,-46.0644816,0.3596079,9.6097237
10.8507017,-45.5987662,0.3692080,9.6794450
10.6681842,-45.1331694,0.3778208,9.7572403
10.4818833,-44.6690398,0.3854324,9.8389091
10.2928153,-44.2075090,0.3919970,9.9205779
10.1005029,-43.7460335,0.3975212,10.0076015
9.9059065,-43.2855565,0.4019648,10.0967193
9.7098156,-42.8265354,0.4053060,10.1858372
9.5121853,-42.3675002,0.4076644,10.2762896
9.3136533,-41.9088885,0.4092982,10.3671161
9.1145985,-41.4506714,0.4102123,10.4579426
8.9153365,-40.9927277,0.4105635,10.5451251
8.7158887,-40.5346125,0.4106250,10.6316759
8.5162832,-40.0760340,0.4104024,10.7182267
8.3173799,-39.6185004,0.4096012,10.7940143
8.1187701,-39.1600270,0.4078251,10.8688899
7.9207542,-38.7000755,0.4050800,10.9437655
7.7251805,-38.2418327,0.4016070,11.0072415
7.5307543,-37.7815263,0.3976154,11.0704747
7.3376385,-37.3188498,0.3931156,11.1335955
7.1481351,-36.8587646,0.3882579,11.1882324
6.9601394,-36.3957544,0.3830798,11.2428694
6.7737811,-35.9296601,0.3775931,11.2973784
6.5919011,-35.4672363,0.3718000,11.3416593
6.4118268,-35.0011759,0.3655424,11.3859401
