x,y,theta,speed,accel
11.509640535729147,-65.35108452730883,0.01598729763028361,8.86445037,-0.991209
0.0,0.0,0.0,0.0,0.0
11.627144931036264,-65.01385118085923,0.0160796031685676,8.86445037,-0.991209
11.826919389787797,-64.42529749277585,0.02015393329375077,8.819069310000001,-0.9610767
11.964064037436888,-64.00560963083201,0.01998336626859392,8.77484376,-0.9401392
12.121103878889535,-63.50204745657638,0.015861404132131638,8.73136485,-0.9354693
12.269492822604619,-62.9986202890034,0.017125516712540177,8.68788603,-0.9065966
12.409108060781334,-62.49553653036643,0.022130700512813847,8.64554049,-0.8843247
12.51801117293234,-62.076222195641535,0.02264665320689879,8.60403438,-0.880069
12.619093981812759,-61.65668410083771,0.017892742121492,8.56252836,-0.8506093
12.745331655666849,-61.06896520103537,0.007913958428742747,8.52221961,-0.8322631
12.839674181344385,-60.56493641394023,0.00916506900800825,8.48259477,-0.8283844
12.90933191806518,-60.145211854484934,0.014578674449247072,8.44297002,-0.7538737
12.960072924645063,-59.810023843096765,0.021976423491765398,8.40674709,-0.7306498
13.075568978386293,-59.17985686375987,0.036838697071424197,8.371490399999999,-0.7275792
13.148169565456032,-58.59771348854614,0.026978124113396937,8.33623371,-0.5206
13.195667522712187,-58.098708882796714,0.02051768473571872,8.310915,-0.5021032
13.224614428573659,-57.68325580479037,0.020994326714420683,8.28642249,-0.5006213
13.249632494789264,-57.10230340199281,0.022728136710660696,8.26193007,-0.2128323
13.257503943035292,-56.68824067979613,0.02630410676462675,8.25149538,-0.2094819
13.25620429443359,-56.109758381685715,0.02915637715644858,8.241212070000001,-0.2092207
13.247276214993759,-55.69730509019329,0.03345890867537666,8.23092876,0.0639288
13.219342046383135,-55.03882864107017,0.03019170096674351,8.23407228,0.0739284
13.185790816828359,-54.54592202742633,0.024444150609681387,8.23770594,0.073961
13.14116027732165,-54.053863559912784,0.023119970254230925,8.24133969,0.327015
13.095697168181223,-53.64459110112495,0.02524456190554588,8.25738669,0.3634507
13.020428401867543,-53.07279914036087,0.026951942162541164,8.27518518,0.3642333
12.959146108496736,-52.66509663587137,0.030129585224384237,8.29298367,0.6016568
12.863713814643566,-52.095129597003606,0.031677231148654034,8.322300629999999,0.6753332
12.773509205633022,-51.60721134358933,0.033648028833669706,8.35508511,0.6779883
12.675496167078153,-51.11980180738829,0.03321342141604246,8.38786959,0.9042514
12.58647978703709,-50.71415659748115,0.027277740457977852,8.43139674,1.01005
12.449943758779476,-50.14727193184714,0.01949420535675631,8.47975248,1.0158262
12.32183263491874,-49.66220616122203,0.017970858033273772,8.52810822,1.2237985
12.184095200704148,-49.1776453862037,0.01762034895691744,8.58600225,1.3357793
12.037603247770646,-48.69307118380083,0.017287534283590634,8.64875133,1.3455061
11.883045373270445,-48.207958176334124,0.016539827669009907,8.7115005,1.5128028
11.720932904450311,-47.72217521656365,0.015129658358669543,8.78151627,1.6011573
11.580215729260095,-47.31664080876265,0.01382574840580207,8.855018190000001,1.6145033
11.374551083276149,-46.74723997038284,0.010880512678737962,8.92852011,1.7350487
11.221534271259246,-46.33937326561442,0.008714897958583448,9.00684135,1.792507
11.063368383119167,-45.93047894262233,0.0060132868607409,9.08704737,1.8083985
10.833116085113486,-45.35582532902076,0.0019122129447456122,9.16725348,1.851732
10.662352317931681,-44.943893390769226,-0.0016942839838543818,9.24866064,1.8758614
10.486579899704248,-44.530460583073555,-0.003978067623276454,9.330404490000001,1.8923682
10.271258226308838,-44.031261008581254,0.0014343936999184088,9.412148340000002,1.8319721
10.089847193445262,-43.61195843846836,0.007682300850838953,9.49061259,1.8337434
9.870090282573937,-43.10442883454836,0.007356105492154727,9.56850831,1.8487326
9.647498585924602,-42.592150857826226,0.0019793965559311336,9.646404030000001,1.631137
9.496742219142876,-42.24848546585732,-0.00287991850599497,9.714612870000002,1.6227965
9.266297652871271,-41.730257154657025,-0.007303905471021884,9.782000909999999,1.6340146
9.071220637244265,-41.29545742551005,-0.005331848502970732,9.84938895,1.3940262
8.874645723651648,-40.85755877209162,-0.0009657464723712974,9.90651735,1.3967096
8.639017518532333,-40.32724883927738,0.004659743698931608,10.02023595,1.2201779
8.443543232655866,-39.88103817310427,0.005342393804698295,10.069409160000001,1.2261511
8.248050013765631,-39.43127658632807,-4.394348371790007e-06,10.11858246,1.2292327
8.05136038902642,-38.97865549789149,-0.007850021516159982,10.16764056,1.002954
7.892814359343954,-38.61482613631498,-0.012084709353312519,10.20749337,1.0068774
7.693366787109505,-38.15788401769187,-0.012116256955097422,10.247346089999999,1.0108009
7.4533145226165445,-37.60612895287792,-0.008505132410647211,10.2871989,0.6383651
7.254259205629217,-37.14296443860512,-0.0053209069258676875,10.312288290000001,0.626299
7.057448481138281,-36.67628986726022,-0.002489432400802516,10.336844339999999,0.6277886
6.902316072788994,-36.3002803256244,-0.0007521940900662051,10.36140039,0.1794244
6.674312635825006,-35.73181220097305,0.0018605258252260073,10.368407880000001,0.1060215
