x,y,theta,speed,accel,dist,energy,theta_map
2.8033331766216465,33.850771602006354,-0.0092478883418251,11.143288502464484,9.99999999999973,0.04299991583068431,-52.510658327826896,3.0546385
2.796139986333419,33.73353667762404,-0.0120984853169141,11.154584991039536,9.999999999999783,0.01040582957086347,-52.65745749512017,3.0545672
2.7752018503798093,33.526079120001384,-0.0132503581602179,11.183520167997402,9.999999999999678,0.0689814480156947,-52.14456971689546,3.0544999
2.7659504471950798,33.41756934664452,-0.013697645413596,11.197168498326448,9.999999999999748,0.028156122594604392,-52.20341000258953,3.0544366
2.7537776572314856,33.2298335280512,-0.0009944860918553,1.6283953134515547,10.000000000001382,0.06595500782358862,-410.64481869696857,3.0543773
2.7385966325558297,33.0911986918166,-0.0126475222694878,11.236754008588548,9.999999999999693,0.05553439204981557,-51.86149133878671,3.0543221
2.7265763352168544,32.92288990382914,0.0006008560754425,1.906487643791421,10.00000000000132,0.07419946946970722,-401.38274122225386,3.0542708
2.720582506523952,32.872936057639244,-0.010609356028453,11.263398704956783,9.99999999999957,0.02557767295965431,-52.00355537461409,3.0542237
2.711600207851644,32.763605440377056,-0.009134984648356,11.276396769084386,9.999999999999638,0.06579108065457946,-52.086715616242124,3.0541805
2.693635812069193,32.54454317055018,-0.0060238926204159,11.303041780008405,9.99999999999977,0.004038971888412212,-51.65948004768445,3.0541413
2.68462235716155,32.434817347333365,-0.0042132905351851,11.316039808898248,9.99999999999958,0.03589164216253259,-51.742641607203346,3.0541062
2.6664265473718483,32.21497860167253,-0.0004831699707914,11.342684754293764,9.99999999999971,0.034700684358820295,-51.31541222941172,3.0540751
2.6572125154360733,32.10487162062508,0.0015911618720747,11.35568279808451,9.99999999999952,0.005196527738831153,-51.39857323163683,3.054048
2.638500088401136,31.88428055761385,0.005643651963809,11.382327771189908,9.99999999999965,0.06650442383194011,-50.97133907749563,3.0540249
2.628972963052527,31.77380232202865,0.0079756752240131,11.395325782508207,9.999999999999714,0.027506997087256412,-51.03699061419158,3.0540054
2.611677627417168,31.604165227720586,0.0022123904418638,2.767350626627742,10.000000000001211,0.04798418813184135,-374.2603441441678,3.053987
2.599649021508355,31.44163333446749,0.0133047081186725,11.434968808164124,9.99999999999965,0.06108362147917514,-50.628506854660024,3.0539694
2.594001418351491,31.32190199603165,0.0125244874376457,11.44685660250351,9.999999999999702,0.031733472898815215,-50.720986046367166,3.0539526
2.579637983631819,31.21956096950292,0.0143909673941147,11.4622318277308,9.99999999999952,0.015984281772334276,-50.68303532286563,3.0539365
